CERT,NAME,REPDTE,BKCLASS,INSDIF,ASSET,CHBAL,SC,LNLSNET,DEP,FREPP,OTHBRF,SUBND,LIAB,EQTOT,EQ,OA,ALLOTHL,BORROWED_FUNDS_CALC,OTHER_ASSETS_CALC,OTHER_LIABILITIES_CALC,BALANCE_DIFFERENCE_CALC
1265,CASHMERE VALLEY BANK,20251231,NM,1,2273312,247530,985515,941605,1900776,0,83000,0,2000842,272470,271293,63696,17066,83000,98662,17066,0
1281,WASHINGTON TRUST BANK,20251231,NM,1,10682990,711329,2354541,7203304,8946579,328017,250000,0,9715684,967306,967306,222001,191088,578017,413816,191088,0
1291,FARMERS BANK&TRUST CO,20251231,SM,1,3050571,48460,476078,2312076,2733700,0,20000,0,2776068,274503,274503,111423,22368,20000,213957,22368,0
1294,FNBC BANK,20251231,SM,1,852531,16050,204631,591430,700908,0,83500,0,789007,63524,63524,20285,4599,83500,40420,4599,0
1296,FARMERS BANK,20251231,NM,1,287631,6589,80740,162125,247211,0,0,0,248163,39468,39468,10995,952,0,38177,952,0
1299,EVOLVE BANK&TRUST,20251231,SM,1,1286556,194985,127372,874839,1072077,0,0,0,1124201,162355,162355,67422,52124,0,89360,52124,0
1331,FARMERS&MERCHANTS BK CNTL CA,20251231,NM,1,5692809,150485,1669067,3572570,4985370,0,0,0,5039816,652993,652993,233273,54446,0,300687,54446,0
1365,PEOPLES BANK&TRUST CO,20251231,NM,1,1579827,72408,319179,1056623,1340140,14852,65200,0,1435484,144343,144343,77993,15292,80052,131617,15292,0
1373,BOM BANK,20251231,NM,1,1520955,84856,190925,1121944,1329674,0,25000,0,1362432,158523,158523,65477,7758,25000,123230,7758,0
1374,BANK OF COMMERCE,20251231,NM,1,90195,3134,26462,37591,81741,0,0,0,82131,8064,8064,3288,390,0,23008,390,0
1376,CITIZENS BANK&TRUST CO,20251231,NM,1,486051,52190,60704,344435,427978,0,0,0,432754,53297,53297,19426,4776,0,28722,4776,0
1380,FELICIANA BANK&TRUST CO,20251231,NM,1,166340,16500,20072,121631,139985,0,6298,0,148337,18003,18003,6786,2054,6298,8137,2054,0
1391,ARLINGTON STATE BANK,20251231,NM,1,55131,8071,25160,19753,50915,0,0,0,51490,3641,3641,1819,575,0,2147,575,0
1399,FRANDSEN BANK&TRUST,20251231,SM,1,3704763,207675,728599,2486390,3152434,21541,83443,0,3285745,419018,419018,97443,28327,104984,282099,28327,0
1402,CITIZENS ALLIANCE BANK,20251231,NM,1,1480074,100943,299153,980487,1277662,0,48083,0,1333428,146646,146646,48534,7683,48083,99491,7683,0
1409,KENSINGTON BANK,20251231,NM,1,446404,12569,60943,347218,383258,750,15000,0,404755,41649,41649,17975,5747,15750,25674,5747,0
1413,PERENNIAL BANK,20251231,NM,1,156675,33430,57745,61713,143439,0,0,0,144193,12482,12482,2385,754,0,3787,754,0
1415,NORTHWOODS BANK OF MINNESOTA,20251231,SB,1,143037,2979,53034,76592,126259,0,2734,0,130037,13000,13000,1964,1044,2734,10432,1044,0
1417,WOODLANDS NATIONAL BANK,20251231,N,1,312199,39470,132721,122077,279938,0,1000,0,281709,30490,30490,8526,771,1000,17931,771,0
1418,BANK OF WESTON,20251231,NM,1,230186,1931,49764,172754,202036,0,8450,0,211097,19089,19089,2280,611,8450,5737,611,0
1426,FOCUS BANK,20251231,NM,1,880651,30718,67942,727917,669826,0,99000,0,777279,103372,103372,37291,8453,99000,54074,8453,0
1427,UNITED SECURITY BANK,20251231,NM,1,98627,3566,19740,74052,81018,1044,5000,0,87395,11232,11232,927,333,6044,1269,333,0
1434,TOWN&COUNTRY BANK,20251231,SM,1,237153,5091,64202,157832,188985,0,19304,0,209407,27746,27746,8925,1118,19304,10028,1118,0
1435,EXCHANGE BANK,20251231,NM,1,1573634,8695,416035,1065174,1199335,0,197039,0,1403267,170367,170367,60718,6893,197039,83730,6893,0
1438,COUNTRYSIDE BANK,20251231,NM,1,117054,15644,27186,68028,95757,0,2829,0,99436,17618,17618,5650,850,2829,6196,850,0
1439,AMERICAN INTERSTATE BANK,20251231,NM,1,134170,65519,0,66877,109736,0,0,0,109991,24179,24179,655,255,0,1774,255,0
1464,BANK OF HOLLAND,20251231,NM,1,246327,11044,45770,182518,220545,0,5000,0,226450,19877,19877,4712,905,5000,6995,905,0
1468,BANK OF CROCKETT,20251231,SM,1,288428,5028,79483,182795,257782,1465,0,0,260819,27609,27609,12495,1572,1465,21122,1572,0
1475,PEOPLES BANK&TRUST CO,20251231,NM,1,171602,23153,27978,112696,146842,0,0,0,148573,23029,23029,2612,1731,0,7775,1731,0
1484,BANK OF FRANKEWING,20251231,NM,1,446407,90475,32086,294495,396406,0,108,0,398087,48320,48320,13667,1573,108,29351,1573,0
1487,FIRST FARMERS&MERCHANTS BANK,20251231,SM,1,1785669,102381,579953,998538,1593304,0,1945,0,1613582,172087,171992,66671,18333,1945,104797,18333,0
1497,SECURITY STATE BANK,20251231,NM,1,949056,22535,264737,551697,845193,0,0,0,846772,102284,102284,12029,1579,0,110087,1579,0
1513,CITIZENS STB OF LA CROSSE,20251231,NM,1,658270,109363,405,532080,517601,0,58374,0,577871,80399,80399,6457,1896,58374,16422,1896,0
1527,DIAMOND BANK,20251231,SM,1,932050,11579,146302,728410,818377,0,27000,0,850972,81078,81078,32030,5595,27000,45759,5595,0
1528,SOUTHERN BCORP BANK,20251231,SM,1,2779153,144858,564310,1828069,2118144,15153,234401,0,2391469,387684,387684,134816,23771,249554,241916,23771,0
1536,BANK OF STOCKTON,20251231,NM,1,4778288,164526,1952602,2389929,3737300,0,544,0,3898257,880031,880031,172254,160413,544,271231,160413,0
1545,FIRST NB AMES IOWA,20251231,N,1,1108870,77570,323669,671521,952909,30605,16452,0,1004328,104542,104542,14439,4362,47057,36110,4362,0
1547,IOWA TRUST&SAVINGS BANK,20251231,NM,1,200454,28346,73632,93467,140370,37484,0,0,178254,22200,22200,3802,400,37484,5009,400,0
1550,CENTRAL STATE BANK,20251231,SM,1,441491,9566,54775,350107,344349,0,54123,0,400342,41149,41149,14446,1870,54123,27043,1870,0
1552,CBI BANK&TRUST,20251231,SM,1,1646450,55803,394558,1066755,1405245,28101,0,0,1447139,199311,199311,46047,13793,28101,129334,13793,0
1553,SHELBY COUNTY STATE BANK,20251231,NM,1,529831,16704,108750,368065,468881,0,0,0,471395,58436,58436,20675,2514,0,36312,2514,0
1556,TWIN CEDARS BANK,20251231,NM,1,121993,19887,18,97253,105356,0,2200,0,108328,13665,13665,2099,772,2200,4835,772,0
1562,PEOPLES BANK,20251231,NM,1,186000,2525,22318,156882,162999,4359,3000,0,171467,14533,14533,3053,1109,7359,4275,1109,0
1566,PEOPLES BANK,20251231,NM,1,137404,7303,32427,95250,123294,0,1766,0,125695,11709,11709,977,635,1766,2424,635,0
1596,COMERICA B&T NA,20251231,N,1,125335,97921,1974,0,505,0,0,0,11765,113570,113570,21146,11260,0,25440,11260,0
1600,FIRST FARMERS&MERCHANTS STB,20251231,NM,1,94113,2540,16819,72070,81514,1050,1636,0,84537,9576,9576,1554,337,2686,2684,337,0
1604,SECURITY BANK USA,20251231,NM,1,261551,28215,42017,181381,236483,0,0,0,237305,24246,24246,3356,822,0,9938,822,0
1607,BANK OF ELK RIVER,20251231,NM,1,717628,11707,255669,432527,658944,0,5500,0,668090,49538,49538,6776,3646,5500,17725,3646,0
1609,FIRST STATE BANK OF WYOMING,20251231,NM,1,243574,21314,144236,65860,207456,0,0,0,209364,34210,34210,8921,1908,0,12164,1908,0
1610,STATE BANK OF FARIBAULT,20251231,NM,1,316165,9994,109647,174565,285129,0,5000,0,294209,21956,21956,12043,4080,5000,21959,4080,0
1611,CARROLL CNTY TR CARROLLTON M,20251231,NM,1,205179,11790,88204,92121,177577,2050,11938,0,191682,13497,13497,9585,117,13988,13064,117,0
1612,SHERWOOD COMMUNITY BANK,20251231,NM,1,74786,3449,18854,49181,67596,1500,0,0,69178,5608,5608,1814,82,1500,3302,82,0
1616,EXCHANGE BANK OF MISSOURI,20251231,SM,1,431038,27334,33922,332928,390306,0,0,0,392155,38883,38883,11790,1849,0,36854,1849,0
1617,BANK OF MISSOURI,20251231,NM,1,3035331,36105,590306,2136375,2502670,0,100000,0,2687935,347396,346932,162804,83020,100000,272545,85265,0
1622,FIRST SECURITY BANK,20251231,NM,1,58890,2818,13187,41668,53927,0,0,0,54145,4745,4745,516,218,0,1217,218,0
1639,FCNB BANK,20251231,SM,1,208453,9155,51608,128228,184526,0,12500,0,197950,10503,10503,8712,924,12500,19462,924,0
1654,OZARK BANK,20251231,NM,1,346613,16868,53445,263311,277891,0,38500,0,318349,28264,28264,10218,1958,38500,12989,1958,0
1655,BANK OF OLD MONROE,20251231,NM,1,950613,21101,275308,623898,840888,370,35400,0,881693,68920,68920,21248,5035,35770,30306,5035,0
1660,FARMERS&MERCHANTS BANK OF SC,20251231,NM,1,495356,176280,183850,123149,435279,0,0,0,436285,59071,59071,7447,1006,0,12077,1006,0
1673,1ST FINANCIAL BANK USA,20251231,NM,1,1352658,129365,110313,947310,1039908,0,44196,0,1126877,225781,225781,116118,42773,44196,165670,42773,0
1675,RICHLAND STATE BANK,20251231,NM,1,44074,2078,18341,22448,39229,0,0,0,39340,4734,4734,646,111,0,1207,111,0
1678,PLAINS COMMERCE BANK,20251231,NM,1,1308415,39055,87556,1079381,1050111,0,102000,0,1169941,138474,138474,33137,17830,102000,102423,17830,0
1686,FARMERS STATE BANK,20251231,NM,1,250699,6001,91673,138687,233283,0,0,0,234625,16074,16074,11609,1342,0,14338,1342,0
1687,COMMUNITY BANK,20251231,NM,1,68843,2393,21647,41616,58040,0,2000,0,61108,7735,7735,2962,1068,2000,3187,1068,0
1693,UBANK,20251231,NM,1,180482,28733,11629,134333,155858,0,0,0,157077,23405,23405,4426,1219,0,5787,1219,0
1696,FARMERS BANK,20251231,NM,1,933573,46221,224766,605314,796637,0,0,0,807901,125672,125672,43182,11264,0,57272,11264,0
1700,FIRST CENTURY BANK,20251231,NM,1,761338,34102,1490,662790,681982,0,0,0,691575,69763,69763,17613,9593,0,62956,9593,0
1705,MOUNTAIN VALLEY BANK,20251231,NM,1,259636,18628,25122,204834,204235,0,30000,0,235027,24609,24609,5410,792,30000,11052,792,0
1711,WELLWORTH BANK,20251231,NM,1,1759147,39598,399260,1219041,1451111,0,121793,0,1583838,175309,175309,61241,10934,121793,101248,10934,0
1713,BANK OF PERRY COUNTY,20251231,NM,1,243231,4342,11357,196194,214456,0,4674,0,220420,22811,22811,6684,1290,4674,31338,1290,0
1715,CITIZENS 1ST BANK,20251231,SM,1,819767,59598,274160,476551,621883,10410,43687,0,679378,140389,140389,8765,3398,54097,9458,3398,0
1720,WESTERN BANK,20251231,NM,1,844765,73197,30661,676593,729050,0,40000,0,771905,72860,72860,16308,2855,40000,64314,2855,0
1730,PEOPLES BANK OF GREENSBORO,20251231,NM,1,114944,1837,46657,51692,109161,0,0,0,109526,5418,5418,2356,365,0,14758,365,0
1735,FARMERS&MERCHANTS BANK,20251231,NM,1,310552,12336,135067,140404,276603,0,0,0,278667,31885,31885,10823,2064,0,22745,2064,0
1745,FARMERS&MERCHANTS BANK,20251231,NM,1,100066,3630,81111,5205,88057,0,0,0,88575,11491,11491,3214,518,0,10120,518,0
1753,UNION BANK&TRUST CO,20251231,SM,1,342950,17086,46456,264281,309085,0,415,0,313009,29941,29941,10807,3509,415,15127,3509,0
1756,CENTRAL BANK,20251231,NM,1,877796,31720,49095,751164,696270,0,90655,0,794972,82824,82824,14182,8047,90655,45817,8047,0
1768,MECHANICS BANK,20251231,NM,1,22367624,1029983,5348952,14033057,19035000,0,0,0,19305036,3062588,3062588,486294,255961,0,1955632,270036,0
1778,STATE BANK,20251231,NM,1,144967,38822,25537,73046,118703,0,0,0,118983,25984,25984,4210,280,0,7562,280,0
1779,CITIZENS STATE BANK OF OURAY,20251231,NM,1,215319,20314,21963,151003,196525,0,0,0,199748,15571,15571,6103,3223,0,22039,3223,0
1780,FARMERS STATE BANK OF CALHAN,20251231,NM,1,417918,7750,196685,190575,335733,0,55483,0,392188,25730,25730,15500,972,55483,22908,972,0
1781,FIRST STB SHANNON-POLO,20251231,NM,1,195225,18682,61460,108196,173136,3921,300,0,179452,15773,15773,3845,2095,4221,6887,2095,0
1786,LONGVIEW BANK,20251231,NM,1,672118,35274,56442,547823,610798,100,2811,0,616268,55850,55850,11546,2559,2911,32579,2559,0
1808,BETTER BANKS,20251231,NM,1,433168,12738,117839,287746,394804,0,0,0,398132,35036,35036,8625,3328,0,14845,3328,0
1821,FOWLER STATE BANK,20251231,NM,1,203431,3626,67189,126418,153966,0,21002,0,175540,27891,27891,5013,572,21002,6198,572,0
1829,FAIRMOUNT STATE BANK,20251231,SM,1,58007,3676,8055,44824,47375,0,3500,0,51097,6910,6910,1295,222,3500,1452,222,0
1833,STATE BANK,20251231,NM,1,864872,28869,92924,686798,696338,0,85000,0,789852,75020,75020,31742,8514,85000,56281,8514,0
1839,COMMUNITY STATE BANK,20251231,NM,1,173118,6262,62026,85919,157728,0,0,0,158946,14172,14172,6008,1218,0,18911,1218,0
1843,FARMERS&MERCHANTS BANK,20251231,NM,1,210384,7658,53134,140599,183883,0,8500,0,193179,17205,17205,3635,796,8500,8993,796,0
1847,BIPPUS STATE BANK,20251231,NM,1,428110,6060,38241,348361,341001,10691,24000,0,378984,49126,49126,17642,3292,34691,35448,3292,0
1849,WAYNE BANK&TRUST CO,20251231,SM,1,251098,4069,36772,197443,222549,0,7690,0,231514,19584,19584,8850,1275,7690,12814,1275,0
1852,FIRST SECURITY BANK&TRUST CO,20251231,NM,1,558087,48575,128091,348680,479707,18979,0,0,502702,55385,55385,18582,4016,18979,32741,4016,0
1857,WAUKON STATE BANK,20251231,SM,1,433004,28525,35384,353920,369909,0,17500,0,390397,42607,42607,9095,2988,17500,15175,2988,0
1860,MONTEZUMA STATE BANK,20251231,NM,1,53446,17432,10422,23305,45236,0,0,0,45546,7900,7900,1829,310,0,2287,310,0
1865,KANSAS STB OVERBROOK KANSAS,20251231,NM,1,99260,4200,35810,52520,82526,0,5500,0,88266,10994,10994,2544,240,5500,6730,240,0
1867,FARMERS STB OF OAKLEY KANSAS,20251231,NM,1,374433,6506,79853,251278,285688,5880,35502,0,329583,44850,44850,16078,2513,41382,36796,2513,0
1868,BANK OF TESCOTT,20251231,NM,1,639380,12143,109086,471221,566871,0,5000,0,573669,65711,65711,10475,1798,5000,46930,1798,0
1869,UNION STATE BANK,20251231,SM,1,655241,19468,162143,420580,560501,712,8000,0,578139,77102,77102,25191,8926,8712,53050,8926,0
1874,BANK OF LABOR,20251231,NM,1,1071878,115967,560115,354144,991088,18836,0,0,1022792,49086,49086,23126,12868,18836,41652,12868,0
1895,FARMERS&MERCHANTS BANK,20251231,NM,1,872370,47514,140335,633858,722077,4317,63977,0,796573,75797,75797,33698,6202,68294,50663,6202,0
1900,FIRST INDEPENDENT BANK,20251231,NM,1,600188,24626,143293,401439,507366,0,43600,0,552571,47617,47617,16213,1605,43600,30830,1605,0
1903,ST CLAIR STATE BANK INC,20251231,NM,1,131201,20226,3251,97694,115921,0,0,0,116943,14258,14258,1457,1022,0,10030,1022,0
1905,PROFINIUM INC,20251231,SM,1,522584,37205,66443,390615,446009,72,25986,0,475245,47339,47339,17433,3178,26058,28321,3178,0
1906,TRIUMPH STATE BANK,20251231,NM,1,92180,12238,6308,63245,79443,0,0,0,80462,11718,11718,1497,1019,0,10389,1019,0
1908,WANDA STATE BANK,20251231,NM,1,234068,17324,51303,139046,205872,0,0,0,207297,26771,26771,13752,1425,0,26395,1425,0
1913,CASTLE ROCK BANK,20251231,NM,1,289665,6689,151271,126990,247811,1175,0,0,249592,40073,40073,2960,606,1175,4715,606,0
1929,FARMERS STB OF TRIMONT,20251231,NM,1,77764,1796,23213,48290,61972,0,3200,0,66486,11278,11278,4432,1314,3200,4465,1314,0
1931,NEW MARKET BANK,20251231,NM,1,190823,26146,44627,112720,173295,0,0,0,174522,16301,16301,6028,1227,0,7330,1227,0
1933,CITIZENS STB NORWOOD YOUNG A,20251231,NM,1,144870,35121,32041,70523,129846,0,0,0,130591,14279,14279,2243,745,0,7185,745,0
1936,COMMUNITY STB OF MISSOURI,20251231,NM,1,349112,25512,64370,237432,310306,0,0,0,311438,37674,37674,10499,1132,0,21798,1132,0
1937,BANK OF CROCKER,20251231,NM,1,145820,14141,62887,48330,129693,0,0,0,130162,15658,15658,983,469,0,20462,469,0
1941,TIPTON LATHAM BANK NA,20251231,N,1,189958,9366,32959,138672,164497,0,6000,0,171702,18256,18256,7736,1205,6000,8961,1205,0
1945,METZ BANKING CO,20251231,NM,1,110023,10024,19645,74941,97244,0,0,0,97752,12271,12271,1257,508,0,5413,508,0
1946,ALLIANT BANK,20251231,NM,1,267251,28915,16674,203514,244371,0,0,0,245474,21777,21777,9397,1103,0,18148,1103,0
1956,CITIZENS BANK OF ELDON,20251231,NM,1,243459,17900,22285,189972,214123,0,0,0,217174,26285,26285,6945,3051,0,13302,3051,0
1964,LAMAR BANK&TRUST CO,20251231,SM,1,260372,15441,34116,196031,220204,0,15000,0,238430,21942,21942,9688,3226,15000,14784,3226,0
1972,CITIZENS BANK&TRUST CO,20251231,SM,1,162958,33591,33685,86039,129201,0,16000,0,146459,16499,16499,7035,1258,16000,9643,1258,0
1978,YELLOWSTONE BANK,20251231,SM,1,1363581,79410,505678,734085,1129391,46488,576,0,1178018,185563,185563,22455,1563,47064,44408,1563,0
1980,VALLEY BANK OF KALISPELL,20251231,NM,1,205642,2856,51126,143609,186308,0,0,0,187316,18326,18326,2295,1008,0,8051,1008,0
1982,FIRST STATE BANK OF MALTA,20251231,SM,1,201274,42222,97836,57912,176177,0,0,0,177340,23934,23934,3098,1163,0,3304,1163,0
1983,WESTERN NEBRASKA BANK,20251231,NM,1,193387,3074,25613,150983,159464,0,18500,0,178438,14949,14949,6450,474,18500,13717,474,0
1986,COMMERCIAL STATE BANK,20251231,NM,1,75295,2080,49274,21872,50271,773,4400,0,55946,19349,19349,1995,502,5173,2069,502,0
1992,PATHWAY BANK,20251231,NM,1,345563,9118,76327,237025,242838,0,60356,0,306524,39039,39039,16672,3330,60356,23093,3330,0
1993,CERESCOBANK,20251231,NM,1,77483,1976,29318,41376,65779,0,1700,0,67942,9541,9541,3907,463,1700,4813,463,0
2036,FARMERS&MERCHANTS BANK,20251231,NM,1,965683,120884,283506,520444,814098,0,0,0,821685,143998,143998,21365,7587,0,40849,7587,0
2057,STATE BANK&TRUST OF KENMARE,20251231,NM,1,191200,3058,73301,86947,173955,0,2642,0,177600,13600,13600,2551,1003,2642,27894,1003,0
2068,FAHEY BANKING CO,20251231,NM,1,383662,14481,52170,297815,318079,0,7000,0,326837,56825,56825,17304,1758,7000,19196,1758,0
2093,NATIONAL CAPITAL BANK OF WA,20251231,N,1,763257,81000,115243,535303,681029,0,0,0,685003,78254,78254,25265,3974,0,31711,3974,0
2102,CONWAY NATIONAL BANK,20251231,N,1,1948354,183597,891775,826275,1621432,127781,0,0,1763979,184375,184375,31112,14766,127781,46707,14766,0
2107,FIRST NB OF SOUTH CAROLINA,20251231,N,1,305598,56488,94882,144321,269661,828,0,0,271792,33806,33806,2916,1303,828,9907,1303,0
2138,QUEENSBOROUGH NB&T CO,20251231,N,1,2210609,162079,622484,1308239,1979598,0,31000,0,2028980,181629,181629,64751,18382,31000,117807,18382,0
2145,BANK OF MONTICELLO,20251231,NM,1,158354,22235,16607,111333,136704,0,0,0,137543,20811,20811,3588,839,0,8179,839,0
2154,GEO D WARTHEN BANK,20251231,NM,1,195317,15983,55033,110652,168196,0,0,0,170631,24686,24686,8567,2435,0,13649,2435,0
2157,FIRST STB OF RANDOLPH COUNTY,20251231,NM,1,85722,4416,39791,28131,83787,0,0,0,84267,1455,1455,1621,480,0,13384,480,0
2160,FIRST NB OF WAYNESBORO,20251231,N,1,226527,50124,24898,143625,182979,0,0,0,184893,41634,41634,3106,1914,0,7880,1914,0
2205,BANK OF THE ROCKIES,20251231,NM,1,270380,20593,50452,188813,236774,0,8000,0,245722,24658,24658,3981,948,8000,10522,948,0
2208,FIRST NORTHERN BANK OF WY,20251231,SM,1,894234,22445,270036,558404,820896,0,0,0,824329,69905,69905,8659,3433,0,43349,3433,0
2224,BANK OF BRIDGER NA,20251231,N,1,798812,7458,395952,367020,703468,0,23300,0,730172,68640,68640,16311,3404,23300,28382,3404,0
2228,RNB STATE BANK,20251231,SM,1,286923,6474,98686,147566,267243,0,0,0,268190,18733,18733,9128,947,0,34197,947,0
2229,RSNB BANK,20251231,SM,1,390332,4854,196238,142715,366174,0,0,0,367836,22496,22496,18217,1662,0,46525,1662,0
2232,PINNACLE BANK WYOMING,20251231,NM,1,1333700,95444,306096,893531,1198915,0,2466,0,1208221,125479,125479,17670,6840,2466,38629,6840,0
2240,FIRST AMERICAN BANK,20251231,NM,1,1845287,104428,580205,1064745,1570113,52103,224,0,1648028,197259,197259,49802,25588,52327,95909,25588,0
2241,CNB BANK,20251231,NM,1,988553,82395,155586,722800,899037,0,0,0,901700,86853,86853,18799,2663,0,27772,2663,0
2244,JAMES POLK STONE CMTY BANK,20251231,NM,1,442995,94037,150014,179475,376804,30621,0,0,408512,34483,34483,9599,1087,30621,19469,1087,0
2247,BANK OF THE SOUTHWEST,20251231,NM,1,181028,32385,23131,118499,163863,0,0,0,163938,17090,17090,2046,75,0,7013,75,0
2249,WESTERN BANK,20251231,SM,1,321514,25923,210803,72640,282157,0,577,0,285611,35903,35903,9048,2877,577,12148,2877,0
2270,ZIONS BCORP N A,20251231,N,1,88989689,2770725,18188266,60440004,75875678,736871,2891686,969116,81809986,7179703,7179703,3163725,1336635,4597673,7590694,1336635,0
2273,FIRST NATIONAL BANK OF ELY,20251231,N,1,126787,6309,98447,15410,118689,0,0,0,118758,8029,8029,3996,69,0,6621,69,0
2284,NORTH VALLEY BANK,20251231,SM,1,409295,8054,46312,315408,358189,0,3500,0,364096,45199,45199,14700,2407,3500,39521,2407,0
2285,GENOA BANKING CO,20251231,SM,1,721197,14174,135162,534479,643271,2426,14164,0,668465,52732,52732,21897,8604,16590,37382,8604,0
2286,BUCKEYE STATE BANK,20251231,NM,1,554778,5559,120021,332422,476614,0,19652,0,503332,51446,51446,18300,7066,19652,96776,7066,0
2300,BANK OF MAGNOLIA CO,20251231,NM,1,105303,14184,15946,66488,91107,0,0,0,92345,12958,12958,3236,1238,0,8685,1238,0
2301,FIRST STATE BANK,20251231,NM,1,166850,5660,13209,130410,143098,0,9000,0,152804,14046,14046,4261,706,9000,17571,706,0
2308,WASHITA VALLEY BANK,20251231,NM,1,61047,7085,21059,31134,52476,0,0,0,52869,8178,8178,1080,393,0,1769,393,0
2315,ARMSTRONG BANK,20251231,SM,1,2671503,55988,543772,1922046,2422129,0,25000,0,2465705,205798,205798,72252,18576,25000,149697,18576,0
2317,METHOD BANK,20251231,SM,1,244313,41065,441,188855,208550,0,10000,0,220191,24122,24122,5326,1641,10000,13952,1641,0
2320,CARSON COMMUNITY BANK,20251231,NM,1,164883,4350,52224,103638,140521,4216,5190,0,151418,13465,13465,2313,1491,9406,4671,1491,0
2326,AVB BANK,20251231,NM,1,547962,36532,64842,418945,477533,0,15000,0,497985,49977,49977,19416,5452,15000,27643,5452,0
2327,LOCAL BANK,20251231,SM,1,429013,3421,19394,325383,361268,0,19194,0,381886,47127,47127,17822,1424,19194,80815,1424,0
2328,AMERICAN EXC BK LINDSAY OK,20251231,NM,1,91430,3016,49936,29296,80607,0,0,0,82024,9406,9406,4446,1417,0,9182,1417,0
2331,PEOPLES BANK&TRUST CO,20251231,NM,1,46771,3674,994,30668,35668,0,421,0,37486,9285,9285,2033,1397,421,11435,1397,0
2359,MAUCH CHUNK TRUST CO,20251231,NM,1,648917,4568,277277,282704,618526,1371,24500,0,646923,1994,1994,36153,2526,25871,84368,2526,0
